district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500053962,MAHALAXMI NAGAR 33 SECTOR - 2,ARA HABITATS LLP,441108,,New Project,12/12/2028,,,Plots,6288.57,1033.93,0.0,02/28/2024,,,,,9.0,1329.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054265,MAHALAXMI NAGAR 35,MAHALAXMI INFRACON,441108,,New Project,12/20/2028,,,Plots,3647.66,607.4,0.0,11/02/2023,,,,,6.0,753.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053859,PRIVARA VIHAR-5,S D REAL ESTATE,440035,,New Project,03/31/2026,,,Plots,9000.0,902.42,5506.33,10/20/2023,,,,,18.0,787.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053992,ORANGE CITY GOLD,ORANGE CITY REALTORS,440026,,New Project,10/30/2028,,,Plots,6780.51,683.85,0.0,11/01/2023,,,,,7.0,833.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053783,Shri Khatu Shyam Ji,L7 media Private limited,441204,,New Project,12/31/2025,,,Plots,66800.0,6690.02,0.0,11/01/2023,,,,,87.0,3960.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053708,ANJANI EXOTICA 2,Narendra  Jichkar,441108,,New Project,09/30/2026,,,Residential,3011.82,301.0,8650.6,02/15/2024,,,60.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,64.0,0.0
Nagpur,P50500054770,New Dream City,M/s Urban Wall Infra Developers,441203,,New Project,09/30/2024,,,Plots,9956.47,1532.4,0.0,02/07/2024,,,,,19.0,1344.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053914,KANCHAN NAGARI-13,SHUBH BUILDCON,441110,,New Project,12/31/2027,,,Plots,9125.92,1211.34,0.0,11/29/2023,,,,,10.0,1794.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054142,HAPPY HOMES,SADHURAM AND SONS,440008,,New Project,03/31/2027,,,Residential,1080.0,0.0,5183.82,12/11/2023,,,28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,2.0,10.0,95.0
Nagpur,P50500054255,NARMADA VIHAR-6,RITESH RADHESHYAM SHARMA,440019,"('21.087135000000000','79.010281000000000')",New Project,12/31/2028,,,Plots,17500.0,1579.96,0.0,01/04/2024,,,,,8.0,1124.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053691,SWAMI NAGARI-3,A PLUS PROPERTIES,441110,,New Project,03/31/2025,,,Plots,5999.95,1083.43,0.0,03/19/2024,,,,,17.0,330.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053746,FAIR EARTH II,SR Remedial Services Private Limited and Shyamsunder R Mittal,441111,,New Project,12/31/2025,,,Plots,6604.04,1004.05,0.0,01/30/2024,,,,,6.0,1342.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054024,KRISHNA LEELA,Krishna Constructions,440036,,New Project,12/31/2026,,,Residential,1516.26,0.0,3881.38,11/06/2023,,,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,21.0,48.0
Nagpur,P50500054409,ASHRAY APARTMENTS,ASHRAY ASSOCIATION OF PERSONS,440018,,New Project,09/30/2028,,,Residential,743.0,0.0,1740.16,11/09/2023,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,58.0,0.0
Nagpur,P50500053956,MAHALAXMI NAGAR 33 SECTOR - 3,ARA HABITATS LLP,441108,,New Project,12/27/2028,,,Plots,10051.17,1515.03,0.0,02/28/2024,,,,,15.0,2016.76,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053928,SHREE GANESH VATIKA-8 VISHNUPURAM CITY,INDRAKUMAR GHISULAL AGRAWAL,441108,,New Project,03/31/2026,,,Plots,7527.42,3340.13,7527.42,12/04/2023,,,,,14.0,2064.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054319,VRINDAVAN PARK-6,TIRUPATI DEVELOPERS,441110,,New Project,11/30/2028,,,Plots,8987.35,898.84,0.0,12/08/2023,,,,,8.0,1122.1599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053840,AGI COLONY,Mahendra Manohar Sarda,441110,,New Project,10/31/2028,,,Plots,8700.0,0.0,0.0,01/20/2024,,,,,14.0,624.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055250,SH.RAVINDRASINGH GIRWARSINGH JANEWAR SMT. TARABAI MAHADEO THAKUR AND SH. SHIVAM AJAYSINGH VYAS,"Ravindrasingh Girwarsingh Janewar, Tara Mahadev Thakur, Shivam Ajaysingh Vyas",441108,,New Project,03/31/2027,,,Plots,9835.12,1762.57,0.0,02/27/2024,,,,,10.0,1120.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054315,VRINDAVAN PARK-3,TIRUPATI DEVELOPERS,441110,,New Project,11/30/2028,,,Plots,13676.0,1368.0,0.0,12/01/2023,,,,,5.0,671.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054102,Earth Park,Green City Developers,440023,,New Project,03/31/2028,,,Plots,27215.15,2792.89,0.0,11/09/2023,,,,,13.0,1550.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500053913,GOLDEN AVENUE,GOLDEN HOMES INFRASTRUCTURES,440034,,New Project,03/31/2025,,,Plots,28058.13,4590.53,0.0,01/31/2024,,,,,20.0,2378.9300000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055159,Viraj Two,Viraj Two,440034,,New Project,03/31/2025,,,Plots,9000.0,911.44,0.0,02/28/2024,,,,,19.0,956.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054243,ROYAL EMPERIA,ROYAL FORT INFRAVENTURES,441108,,New Project,03/31/2026,,,Plots,5310.73,1253.43,0.0,12/27/2023,,,,,3.0,711.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055336,SARASWATI NAGARI-4,S S ASSOCIATES,441111,,New Project,11/30/2028,,,Plots,17662.01,1697.25,0.0,03/07/2024,,,,,13.0,1443.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054435,SILVER PARK 15,Tirupati Developers,441108,,New Project,11/30/2028,,,Plots,16872.34,1642.89,0.0,01/24/2024,,,,,16.0,1183.8899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054584,MOHINI PARK,BHIKULAL JUGALKISHORE BAJAJ,441108,,New Project,11/01/2028,,,Plots,10483.61,1048.36,0.0,01/22/2024,,,,,8.0,1192.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054149,SOHAM AND SANDESH CITY,R SANDESH AND SOHAM DEVELOPERS,441108,,New Project,03/31/2029,,,Plots,143629.17,27259.06,0.0,01/21/2024,,,,,176.0,8313.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054000,GOLDEN GLORY-101,GOLDEN LAND DEVELOPERS,441108,,New Project,12/31/2026,,,Residential,18886.45,0.0,16498.99,01/31/2024,,,101.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,24.0,0.0,0.0,101.0
Nagpur,P50500054666,Shrushti Vatika,Gaurav  Balekar,441108,,New Project,12/31/2025,,,Plots,23745.94,4214.22,0.0,12/04/2023,,,,,33.0,2098.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054320,TATTVA - APAS,VCMI CONSTRUCTIONS LLP,440034,,New Project,11/05/2028,,,Residential,3856.74,0.0,12851.18,01/10/2024,,,108.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,6.0,1.0
Nagpur,P50500054108,SILVER PARK-14,TIRUPATI DEVELOPERS,441108,,New Project,11/30/2028,,,Plots,12899.16,1302.49,0.0,01/31/2024,,,,,30.0,1971.1200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054264,KRISHNA NAGARI - 6,Jagriti Suppliers Private Limited,441108,,New Project,06/30/2028,,,Plots,46100.0,4610.47,0.0,11/25/2023,,,,,65.0,2279.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054064,HIGHWAY RADIANCE-3,R SANDESH INFRASTRUCTURES PRIVATE LIMITED,441122,,New Project,06/30/2026,,,Plots,5597.02,911.52,0.0,01/21/2024,,,,,11.0,628.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054073,ROYAL SANDESH INDUSTRIAL PARK,ROYAL SANDESH BUSINESS PARK LLP,441002,,New Project,12/31/2026,,,Plots,15607.93,0.0,0.0,01/21/2024,,,,,8.0,1807.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054887,KESHVAMCITY 4,KESHVAM CITY 4,441122,,New Project,03/31/2026,,,Plots,9100.0,897.34,0.0,12/29/2023,,,,,10.0,715.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054141,HIGHWAY RADIANCE-4,DILIP PRALHADRAI AGRAWAL,441122,,New Project,12/31/2026,,,Plots,17791.4,2491.52,0.0,01/21/2024,,,,,25.0,2633.1499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054697,SHREE GAJANAN VIHAR IV,SHRI GAJANAN BUILDER & DEVELOPERS,440034,,New Project,03/31/2026,,,Residential,1829.27,0.0,4097.59,12/18/2023,,,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,68.0
Nagpur,P50500054355,KESAR GOLD,KESAR INDIA LIMITED,440026,,New Project,12/31/2026,,,Plots,14841.37,2539.11,0.0,12/01/2023,,,,,27.0,1992.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054422,ABHAY RESIDENCY II,MODOKAR INFRA PRIVATE LIMITED,441110,,New Project,12/31/2026,,,Residential,537.91,0.0,1459.34,12/23/2023,,,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,29.0,0.0
Nagpur,P50500054417,SHIVANKAR LAYOUT,SHIVLAXMI LAND DEVELOPERS,441001,,New Project,09/11/2026,,,Plots,17830.0,1787.31,0.0,01/17/2024,,,,,8.0,1527.8700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054987,SARLA NAGRI,SARLA DEVELOPERS AOP,440034,,New Project,11/20/2028,,,Plots,10960.9,0.0,0.0,12/26/2023,,,,,20.0,1508.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054212,KRISHNA NAGARI,RASHMI MAHENDRA SARDA,441122,,New Project,12/31/2028,,,Plots,3700.0,371.24,0.0,12/01/2023,,,,,3.0,601.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054821,MANDWE LAYOUT,GAUTAM NAMDEW MANDWE,441108,,New Project,11/30/2028,,,Plots,11831.41,0.0,0.0,12/12/2023,,,,,4.0,691.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055117,AHILYA NAGARI,MANOJ LAXMIKANT ITKELWAR,441104,,New Project,12/31/2026,,,Plots,5103.14,818.74,0.0,02/05/2024,,,,,4.0,1009.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055231,Karamchand Greens,Neerja Realtors Private Limited,441110,,New Project,03/31/2029,,,Plots,50580.18,8727.82,0.0,03/21/2024,,,,,39.0,3066.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054272,ATHARVA SAPPHIRE TOWERS-A,ATHARVA INFRAVENTURES,441108,,New Project,12/31/2029,,,Others,3486.3,0.0,6270.55,12/26/2023,,,65.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,42.0
Nagpur,P50500054913,BLITHESOME AVENUE - 1,ASHOK SAKALDIP SINGH,441110,,New Project,03/31/2027,,,Plots,10707.82,1662.67,0.0,01/11/2024,,,,,21.0,846.4399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054228,BLITHESOME AVENUE - 2,BADAL MAHENDRA MATE,441110,,New Project,03/31/2027,,,Plots,4758.43,779.6,0.0,12/18/2023,,,,,9.0,393.84000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054660,Divyanagri-1,Deev Builders and Developers,441204,,New Project,12/31/2026,,,Plots,4854.53,808.6,0.0,01/02/2024,,,,,12.0,867.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054730,Chatterjee Layout- Ranala,Arunabh Santoshkumar Chatterjee,441401,,New Project,03/31/2027,,,Plots,3783.16,925.44,0.0,01/17/2024,,,,,11.0,530.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054387,CAPITAL WEST-19,TAGSURE HOSPITALITY LLP,440010,,New Project,12/31/2029,,,Commercial,3551.43,0.0,7031.31,01/10/2024,,,23.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0
Nagpur,P50500054791,SRINIVASA ONE,M/S SRINIVASA BUILDERS AND DEVELOPERS,441501,,New Project,09/30/2028,,,Plots,5532.22,873.22,0.0,02/01/2024,,,,,7.0,937.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054313,ATHARVED-III,AIR DEVELOPERS,440026,,New Project,04/01/2026,,,Residential,1393.62,0.0,1091.86,12/26/2023,,,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
Nagpur,P50500054298,ATHARVA SAPPHIRE TOWERS-B,ATHARVA INFRAVENTURES,441108,,New Project,12/31/2029,,,Others,3125.9,0.0,5252.39,01/05/2024,,,53.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,38.0
Nagpur,P50500054403,Vijaya Nagari,Ranjit Sharadchandra Lambe and Indrayani Nagendranath Moharir,441122,,New Project,12/31/2026,,,Plots,13774.1,2489.86,0.0,12/18/2023,,,,,6.0,1712.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054443,MUKUNDA KESHAVAM CITY 9,MUKUNDA KESHAVAM REALTORS,441108,,New Project,03/31/2026,,,Plots,26700.0,2311.67,0.0,12/15/2023,,,,,7.0,4180.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054525,ATLANTIS,Mittal Infraventures Pvt Ltd,440007,,New Project,12/31/2028,,,Residential,6800.0,0.0,11801.69,12/16/2023,,,74.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,215.0,0.0
Nagpur,P50500054300,KRISHNA PRABHA,OMKARA BUILDCON,440010,,New Project,12/31/2026,,,Residential,766.44,0.0,2680.23,12/20/2023,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500055391,FORTUNE CREST,FORTUNE INFRA,440010,,New Project,03/31/2027,,,Commercial,956.06,0.0,3493.0,03/05/2024,,,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,8.0,115.0
Nagpur,P50500054832,SILVER STAR - 1,Tirupati Developers,441101,,New Project,01/31/2029,,,Plots,27315.13,4110.05,0.0,01/31/2024,,,,,24.0,2610.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054723,ATTIS CALLISTO,ATTIS GROUP,441501,,New Project,12/31/2026,,,Residential,493.97,0.0,1420.51,12/20/2023,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,28.0,0.0
Nagpur,P50500054301,AGRAWAL ESTATES,NARENDRA DHARNIDHAR GANDHI AND PRAMOD DHARNIDHAR GANDHI,440034,,New Project,03/31/2028,,,Plots,19203.15,3418.52,0.0,12/24/2023,,,,,24.0,2375.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054631,METROCITY VII,METROCITY DEVELOPERS,441108,"('21.014191000000000','79.058365000000000')",New Project,12/20/2028,,,Plots,8985.23,0.0,0.0,01/04/2024,,,,,20.0,417.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055290,GALAXY MANSION-16,LOTUS INFRASTRUCTURE,441108,,New Project,12/30/2026,,,Residential,956.37,0.0,2141.39,03/05/2024,,,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,40.0
Nagpur,P50500055292,ORCHID INFINITY,LANDMARKS ORCHID INFRA,440010,,New Project,12/31/2027,,,Residential,891.79,0.0,3030.21,03/07/2024,,,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,24.0
Nagpur,P50500054603,SANDESH PARK VIEW-3,AMPLE MERCANTILE PRIVATE LIMITED,441122,,New Project,12/31/2026,,,Plots,3370.32,616.11,0.0,12/26/2023,,,,,8.0,429.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055369,Central Town,Agresar Infrastructure Through Proprietor Subhash Vasantrao Gandhare,441110,,New Project,12/31/2026,,,Plots,10412.33,1746.84,0.0,02/13/2024,,,,,14.0,870.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055135,SDPL Om Tatsat,SANDEEP DWELLERS PVT. LTD.,440026,,New Project,12/31/2032,,,Residential,4645.25,0.0,4973.04,02/23/2024,,,36.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,10.0,4.0,0.0,208.0
Nagpur,P50500054748,Imperial Green,M/s 33 Infrastructure Pvt. Ltd.,441111,,New Project,12/31/2025,,,Plots,4326.61,683.25,0.0,02/09/2024,,,,,3.0,1137.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054735,SILVER PRIDE - 1,Tirupati Developers,441108,,New Project,12/27/2028,,,Plots,14145.23,0.0,0.0,12/29/2023,,,,,22.0,1166.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054813,PEAK ORCHARD ESTATE,H R ASSOCIATES,441108,,New Project,03/31/2026,,,Plots,18500.73,1850.07,0.0,12/29/2023,,,,,7.0,1114.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500055198,ASARA NAGAR,PRAVIN KRISHNA SATPUTE,441110,"('21.094850000000000','78.974430000000000')",New Project,12/31/2027,,,Plots,7993.27,1140.26,0.0,02/01/2024,,,,,7.0,1598.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500054771,MAJESTIC SKY BUNGALOW,JINRAJ REAL ESTATES,440035,,New Project,12/31/2027,,,Residential,2160.0,0.0,10368.0,01/04/2024,,,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0
Nagpur,P50500055054,ASHOK VATIKA- KANAN,M/S ASHOK VATIKA,440023,,New Project,12/31/2030,,,Residential,1183.68,0.0,3388.22,01/03/2024,,,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,99.0
Nagpur,P50500054986,MAHALAXMI NAGAR 37 SECTOR - 1,MAHALAXMI INFRACON,441108,,New Project,01/02/2029,,,Plots,7233.85,1376.35,0.0,02/02/2024,,,,,10.0,1859.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
